#Sequence_Id	Database_OTU	POS	CIGAR	Classification
FCAW5VM:1:1101:22644:91_1	4318700	1	294M	Bacteria; TM7; TM7_3; TM7; TM7; TM7; Unclassified; otu_4318700
FCAW5VM:1:1101:5691:55_1	4419376	1	21S45M3I8M3I214M	Bacteria; Bacteroidetes; Flavobacteria; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; Unclassified; otu_4419376
FCAW5VM:1:1101:15119:143_1	3889756	2	294M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; parvula; otu_3889756
FCAW5VM:1:1101:26328:70_1	664697	3	45S24M1I3M1I218M2S	Bacteria; Bacteroidetes; Flavobacteria; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; gingivalis; otu_664697
FCAW5VM:1:1101:21908:102_1	4354173	1	1S8M1D285M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; dispar; otu_4354173
FCAW5VM:1:1101:13406:67_1	611110	3	40S254M	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; intermedia; otu_611110
FCAW5VM:1:1101:14266:102_1	4319899	1	20S274M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium; nucleatum_subsp._fusiforme; otu_4319899
FCAW5VM:1:1101:5047:142_1	3221156	1	12S282M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium; nucleatum_subsp._animalis; otu_3221156
FCAW5VM:1:1101:9433:77_1	611110	3	40S254M	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; intermedia; otu_611110
FCAW5VM:1:1101:19712:57_1	4297222	1	294M	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Unclassified; otu_4297222
FCAW5VM:1:1101:25943:55_1	3221156	1	12S282M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium; nucleatum_subsp._animalis; otu_3221156
FCAW5VM:1:1101:20114:137_1	444857	2	294M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium; Unclassified; otu_444857
FCAW5VM:1:1101:8575:149_1	3221156	1	12S282M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium; nucleatum_subsp._animalis; otu_3221156
FCAW5VM:1:1101:18524:76_1	4375080	1	33S261M	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; parainfluenzae; otu_4375080
FCAW5VM:1:1101:9404:87_1	4391161	1	18S276M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium; nucleatum_subsp._fusiforme; otu_4391161
FCAW5VM:1:1101:8412:46_1	3825935	1	27S267M	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Unclassified; otu_3825935
FCAW5VM:1:1101:22220:149_1	4351591	1	1S69M1I5M1I100M2I2M1D1M1D112M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae; Leptotrichia; Unclassified; otu_4351591
FCAW5VM:1:1101:11673:144_1	4433523	13	13S53M1I6M1I196M	Bacteria; Bacteroidetes; Flavobacteria; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; FJ773364; otu_4433523
FCAW5VM:1:1101:19333:146_1	4391161	1	18S276M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium; nucleatum_subsp._fusiforme; otu_4391161
FCAW5VM:1:1101:23638:131_1	4419376	1	21S45M3I8M3I190M	Bacteria; Bacteroidetes; Flavobacteria; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; Unclassified; otu_4419376
FCAW5VM:1:1101:10647:85_1	2783638	1	42S252M	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Paraprevotellaceae; Prevotella; tannerae; otu_2783638
FCAW5VM:1:1101:9546:76_1	664697	3	45S249M	Bacteria; Bacteroidetes; Flavobacteria; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; gingivalis; otu_664697
FCAW5VM:1:1101:21944:156_1	1092725	1	20S274M	Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Micrococcaceae; Rothia; dentocariosa; otu_1092725
FCAW5VM:1:1101:23663:121_1	2480553	1	36S258M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae; Leptotrichia; Unclassified; otu_2480553
FCAW5VM:1:1101:16694:151_1	4395397	82	80S214M	Bacteria; Bacteroidetes; Flavobacteria; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; Unclassified; otu_4395397
FCAW5VM:1:1101:17879:117_1	4295743	1	1S293M	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; parainfluenzae; otu_4295743
FCAW5VM:1:1101:22143:72_1	851935	1	91S200M3S	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; loescheii; otu_851935
FCAW5VM:1:1101:6457:89_1	4439032	1	29S265M	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; parainfluenzae; otu_4439032
FCAW5VM:1:1101:25718:35_1	87506	1	48S150M3I3M3D90M	Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae; Eikenella; corrodens; otu_87506
FCAW5VM:1:1101:24719:141_1	4437024	97	106S188M	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; P2PA_41_P2; otu_4437024
FCAW5VM:1:1101:5407:166_1	864021	26	45S249M	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Abiotrophia; defectiva; otu_864021
FCAW5VM:1:1101:18916:110_1	611110	58	93S162M1D39M	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; intermedia; otu_611110
FCAW5VM:1:1101:5290:168_1	87442	1	20S274M	Bacteria; Bacteroidetes; Flavobacteria; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; ochracea; otu_87442
FCAW5VM:1:1101:19872:164_1	4344943	1	1S293M	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Lautropia; mirabilis; otu_4344943
FCAW5VM:1:1101:26024:41_1	4331254	1	51S243M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; parvula; otu_4331254
FCAW5VM:1:1101:21083:173_1	3889756	2	294M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; parvula; otu_3889756
FCAW5VM:1:1101:18242:164_1	4331254	1	51S240M3S	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; parvula; otu_4331254
FCAW5VM:1:1101:21225:186_1	4375688	1	31M2D1M1I261M	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter; concisus; otu_4375688
FCAW5VM:1:1101:12952:45_1	4463531	3	37S257M	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Unclassified; otu_4463531
FCAW5VM:1:1101:21473:104_1	578756	1	20S274M	Bacteria; TM7; TM7_3; TM7; TM7; TM7; oral_taxon_349; otu_578756
FCAW5VM:1:1101:15470:179_1	1092725	1	20S274M	Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Micrococcaceae; Rothia; dentocariosa; otu_1092725
FCAW5VM:1:1101:5595:157_1	664697	3	45S249M	Bacteria; Bacteroidetes; Flavobacteria; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; gingivalis; otu_664697
FCAW5VM:1:1101:6934:82_1	4375080	1	33S261M	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; parainfluenzae; otu_4375080
FCAW5VM:1:1101:23069:158_1	4325272	1	68M1I11M1I213M	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Unclassified; otu_4325272
FCAW5VM:1:1101:11277:173_1	4295743	1	1S275M18S	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; parainfluenzae; otu_4295743
FCAW5VM:1:1101:19993:155_1	4315538	1	1S293M	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Lautropia; Unclassified; otu_4315538
FCAW5VM:1:1101:22564:152_1	4480775	4	37S38M1D219M	Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae; Kingella; Unclassified; otu_4480775
FCAW5VM:1:1101:18957:126_1	1931	1	39S255M	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; catoniae; otu_1931
FCAW5VM:1:1101:27969:151_1	989074	1	20S274M	Bacteria; Bacteroidetes; Flavobacteria; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; Unclassified; otu_989074
FCAW5VM:1:1101:14904:197_1	4295743	1	1S65M2D15M2D213M	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; parainfluenzae; otu_4295743
FCAW5VM:1:1101:9607:196_1	4422456	1	1S293M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; dispar; otu_4422456
FCAW5VM:1:1101:5474:80_1	168817	1	20S274M	Bacteria; Bacteroidetes; Flavobacteria; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; ochracea; otu_168817
FCAW5VM:1:1101:14868:70_1	4437024	97	106S188M	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; P2PA_41_P2; otu_4437024
FCAW5VM:1:1101:8513:104_1	4331254	1	51S243M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; parvula; otu_4331254
FCAW5VM:1:1101:12363:203_1	938948	1	20S274M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium; Unclassified; otu_938948
FCAW5VM:1:1101:15671:104_1	856270	1	20S274M	Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces; Unclassified; otu_856270
FCAW5VM:1:1101:19085:140_1	4480775	4	37S38M1D219M	Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae; Kingella; Unclassified; otu_4480775
FCAW5VM:1:1101:9259:99_1	4433192	1	34S260M	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; mitis_pneumoniae_infantis_oralis; otu_4433192
FCAW5VM:1:1101:25930:145_1	4331254	1	51S243M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; parvula; otu_4331254
FCAW5VM:1:1101:29385:107_1	1092725	1	20S274M	Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Micrococcaceae; Rothia; dentocariosa; otu_1092725
FCAW5VM:1:1101:13804:83_1	4375080	1	33S261M	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; parainfluenzae; otu_4375080
FCAW5VM:1:1101:22988:195_1	4468597	1	270M24S	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Lautropia; Unclassified; otu_4468597
FCAW5VM:1:1101:5065:149_1	4296244	89	94S200M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; dispar; otu_4296244
FCAW5VM:1:1101:11071:123_1	3221156	1	12S282M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium; nucleatum_subsp._animalis; otu_3221156
FCAW5VM:1:1101:23168:202_1	2480553	1	36S258M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae; Leptotrichia; Unclassified; otu_2480553
FCAW5VM:1:1101:18937:218_1	4477897	1	3S291M	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter; Unclassified; otu_4477897
FCAW5VM:1:1101:19449:213_1	4308098	1	1S293M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae; Leptotrichia; oral_taxon_223; otu_4308098
FCAW5VM:1:1102:23174:26_1	4395397	82	80S214M	Bacteria; Bacteroidetes; Flavobacteria; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; Unclassified; otu_4395397
FCAW5VM:1:1101:21042:165_1	4375080	1	33S261M	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; parainfluenzae; otu_4375080
FCAW5VM:1:1101:8842:117_1	3825935	1	27S267M	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Unclassified; otu_3825935
FCAW5VM:1:1101:26462:179_1	1507389	1	40S254M	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; parainfluenzae; otu_1507389
FCAW5VM:1:1101:26042:211_1	4296244	89	94S200M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; dispar; otu_4296244
FCAW5VM:1:1101:28617:160_1	168817	1	20S250M	Bacteria; Bacteroidetes; Flavobacteria; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; ochracea; otu_168817
FCAW5VM:1:1101:23052:121_1	3221156	1	12S282M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium; nucleatum_subsp._animalis; otu_3221156
FCAW5VM:1:1102:7610:32_1	4483174	10	294M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae; Leptotrichia; trevisanii; otu_4483174
FCAW5VM:1:1102:22170:26_1	3221156	1	12S282M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium; nucleatum_subsp._animalis; otu_3221156
FCAW5VM:1:1101:17238:210_1	168817	1	20S274M	Bacteria; Bacteroidetes; Flavobacteria; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; ochracea; otu_168817
FCAW5VM:1:1101:9273:161_1	4442130	43	97S85M1D5M1I106M	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; mitis_pneumoniae_infantis_oralis; otu_4442130
FCAW5VM:1:1101:19670:166_1	509773	1	294M	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Unclassified; otu_509773
FCAW5VM:1:1101:8948:141_1	4297222	1	270M	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Unclassified; otu_4297222
FCAW5VM:1:1101:22720:144_1	2406759	1	92S202M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; dispar; otu_2406759
FCAW5VM:1:1101:22746:98_1	2406759	1	92S202M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; dispar; otu_2406759
FCAW5VM:1:1101:18865:152_1	3221156	1	12S282M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium; nucleatum_subsp._animalis; otu_3221156
FCAW5VM:1:1102:22303:42_1	2914680	1	38S76M1D180M	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; parainfluenzae; otu_2914680
FCAW5VM:1:1101:16820:191_1	4422456	1	1S293M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; dispar; otu_4422456
FCAW5VM:1:1101:4549:180_1	560661	1	12S56M1D105M2D7M2I7M2D6M2I8M3I3M1D2M1I7M1I72M	Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces; Unclassified; otu_560661
FCAW5VM:1:1101:20888:184_1	664697	3	45S24M1I3M1I220M	Bacteria; Bacteroidetes; Flavobacteria; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; gingivalis; otu_664697
FCAW5VM:1:1102:25521:38_1	557100	1	66M2D9M2D219M	Bacteria; Bacteroidetes; Flavobacteria; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; Unclassified; otu_557100
FCAW5VM:1:1101:15602:202_1	168817	1	20S274M	Bacteria; Bacteroidetes; Flavobacteria; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; ochracea; otu_168817
FCAW5VM:1:1101:5546:103_1	4331254	1	51S243M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; parvula; otu_4331254
FCAW5VM:1:1102:17078:40_1	4391625	1	1S290M3S	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; parvula; otu_4391625
FCAW5VM:1:1101:7016:113_1	168817	1	20S46M1I5M1I50M1D171M	Bacteria; Bacteroidetes; Flavobacteria; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; ochracea; otu_168817
FCAW5VM:1:1101:21095:186_1	3407515	57	97S197M	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; sanguinis; otu_3407515
FCAW5VM:1:1101:24545:136_1	4296244	89	94S200M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; dispar; otu_4296244
FCAW5VM:1:1101:13476:181_1	4344943	1	1S269M	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Lautropia; mirabilis; otu_4344943
FCAW5VM:1:1101:28893:159_1	4467993	1	1S66M3D1M1D2M4D2M1I7M1I213M	Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces; Unclassified; otu_4467993
FCAW5VM:1:1101:25037:145_1	538185	59	98S85M1I3M1D13M1D5M1I88M	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Unclassified; otu_538185
FCAW5VM:1:1102:8116:43_1	4439032	1	29S265M	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; parainfluenzae; otu_4439032
FCAW5VM:1:1102:21736:46_1	722854	1	294M	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_Group; Unclassified; otu_722854
FCAW5VM:1:1102:15448:44_1	938948	1	20S152M2D4M2I12M2D2M2I100M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium; Unclassified; otu_938948
FCAW5VM:1:1101:17801:146_1	3825935	1	27S267M	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Unclassified; otu_3825935
FCAW5VM:1:1101:5971:65_1	1066410	1	76S194M	Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces; viscosus_naeslundii_oris; otu_1066410
FCAW5VM:1:1101:15394:191_1	4331254	1	51S243M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; parvula; otu_4331254
FCAW5VM:1:1102:25041:46_1	4295743	1	1S293M	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; parainfluenzae; otu_4295743
FCAW5VM:1:1101:21154:158_1	2406759	1	92S202M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; dispar; otu_2406759
FCAW5VM:1:1102:5534:51_1	4308098	1	1S293M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae; Leptotrichia; oral_taxon_223; otu_4308098
FCAW5VM:1:1101:13778:219_1	518865	1	4S290M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium; Unclassified; otu_518865
FCAW5VM:1:1101:13468:105_1	611110	3	40S254M	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; intermedia; otu_611110
FCAW5VM:1:1102:4477:55_1	4360320	1	1S72M2I219M	Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Micrococcaceae; Rothia; dentocariosa; otu_4360320
FCAW5VM:1:1102:6996:43_1	1696853	1	37S257M	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Granulicatella; adiacens; otu_1696853
FCAW5VM:1:1101:23251:200_1	4391161	1	18S276M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium; nucleatum_subsp._fusiforme; otu_4391161
FCAW5VM:1:1101:25920:177_1	4297222	1	294M	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Unclassified; otu_4297222
FCAW5VM:1:1101:7030:212_1	1931	1	39S141M1I6M1D13M1I2M1D91M	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; catoniae; otu_1931
FCAW5VM:1:1102:7480:53_1	4442130	1	45S23M1I12M1I212M	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; mitis_pneumoniae_infantis_oralis; otu_4442130
FCAW5VM:1:1102:16116:50_1	4433192	1	34S260M	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; mitis_pneumoniae_infantis_oralis; otu_4433192
FCAW5VM:1:1102:19029:48_1	1696853	1	37S257M	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Granulicatella; adiacens; otu_1696853
FCAW5VM:1:1101:18534:109_1	4331254	1	51S243M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; parvula; otu_4331254
FCAW5VM:1:1101:21896:96_1	2406759	1	92S202M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; dispar; otu_2406759
FCAW5VM:1:1101:9142:199_1	4344943	1	1S293M	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Lautropia; mirabilis; otu_4344943
FCAW5VM:1:1102:8024:59_1	1025385	1	20S274M	Bacteria; Firmicutes; Bacilli; Gemellales; Gemellaceae; Gemella; morbillorum; otu_1025385
FCAW5VM:1:1102:11175:55_1	4308098	1	1S293M	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae; Leptotrichia; oral_taxon_223; otu_4308098
FCAW5VM:1:1102:23506:41_1	4331254	1	51S243M	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; parvula; otu_4331254
FCAW5VM:1:1102:25661:56_1	444857	2	293M1S	Bacteria; Fusobacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium; Unclassified; otu_444857
FCAW5VM:1:1101:28138:196_1	1026498	1	294M	Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae; Eikenella; corrodens; otu_1026498
FCAW5VM:1:1101:21150:102_1	1931	1	39S141M1I6M1D9M2I3M1D2M1D91M	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; catoniae; otu_1931
FCAW5VM:1:1102:9873:36_1	1507389	1	40S254M	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; parainfluenzae; otu_1507389
